"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.78","44.23","EGBERT CS","611E001","2015-01-01","2015","01","01","","-2.8","","-9.3","","-6.1","","24.1","","0.0","","","M","","M","0.0","","4","","24","","46",""
"-79.78","44.23","EGBERT CS","611E001","2015-01-02","2015","01","02","","-3.1","","-11.2","","-7.2","","25.2","","0.0","","","M","","M","0.0","","4","","32","","32",""
"-79.78","44.23","EGBERT CS","611E001","2015-01-03","2015","01","03","","-0.4","","-11.2","","-5.8","","23.8","","0.0","","","M","","M","6.0","","4","","13","","32",""
"-79.78","44.23","EGBERT CS","611E001","2015-01-04","2015","01","04","","1.5","","-7.7","","-3.1","","21.1","","0.0","","","M","","M","5.5","","6","","28","","43",""
"-79.78","44.23","EGBERT CS","611E001","2015-01-05","2015","01","05","","-7.7","","-14.8","","-11.3","","29.3","","0.0","","","M","","M","0.5","","4","","33","","41",""
"-79.78","44.23","EGBERT CS","611E001","2015-01-06","2015","01","06","","-9.3","","-14.9","","-12.1","","30.1","","0.0","","","M","","M","0.0","","5","","25","","37",""
"-79.78","44.23","EGBERT CS","611E001","2015-01-07","2015","01","07","","-10.1","","-22.0","","-16.1","","34.1","","0.0","","","M","","M","3.1","","6","","35","","39",""
"-79.78","44.23","EGBERT CS","611E001","2015-01-08","2015","01","08","","-10.4","","-19.7","","-15.1","","33.1","","0.0","","","M","","M","1.5","","5","","21","","50",""
"-79.78","44.23","EGBERT CS","611E001","2015-01-09","2015","01","09","","-6.6","","-14.6","","-10.6","","28.6","","0.0","","","M","","M","","M","5","","24","","50",""
"-79.78","44.23","EGBERT CS","611E001","2015-01-10","2015","01","10","","-11.2","","-15.6","","-13.4","","31.4","","0.0","","","M","","M","0.0","","7","","24","","43",""
"-79.78","44.23","EGBERT CS","611E001","2015-01-11","2015","01","11","","-2.1","","-14.1","","-8.1","","26.1","","0.0","","","M","","M","0.0","","5","","","","<31",""
"-79.78","44.23","EGBERT CS","611E001","2015-01-12","2015","01","12","","-2.4","","-20.3","","-11.4","","29.4","","0.0","","","M","","M","1.0","","6","","34","","37",""
"-79.78","44.23","EGBERT CS","611E001","2015-01-13","2015","01","13","","-12.9","","-25.9","","-19.4","","37.4","","0.0","","","M","","M","0.4","","7","","","","<31",""
"-79.78","44.23","EGBERT CS","611E001","2015-01-14","2015","01","14","","-6.9","","-21.4","","-14.2","","32.2","","0.0","","","M","","M","0.0","","7","","","","<31",""
"-79.78","44.23","EGBERT CS","611E001","2015-01-15","2015","01","15","","-3.1","","-16.5","","-9.8","","27.8","","0.0","","","M","","M","0.0","","7","","20","","37",""
"-79.78","44.23","EGBERT CS","611E001","2015-01-16","2015","01","16","","-7.4","E","-12.2","E","-9.8","E","27.8","E","0.0","E","","M","","M","0.2","E","4","","","M","","M"
"-79.78","44.23","EGBERT CS","611E001","2015-01-17","2015","01","17","","-2.5","E","","M","","M","","M","","M","","M","","M","","M","","","","","<31",""
