"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-77.25","45.88","PETAWAWA HOFFMAN","610FC98","2008-01-01","2008","01","01","†","-4.0","","-7.5","","-5.8","","23.8","","0.0","","0.0","","0.0","T","0.0","T","55","","","","",""
"-77.25","45.88","PETAWAWA HOFFMAN","610FC98","2008-01-02","2008","01","02","†","-14.5","","-20.5","","-17.5","","35.5","","0.0","","0.0","","0.0","","0.0","","53","","","","",""
"-77.25","45.88","PETAWAWA HOFFMAN","610FC98","2008-01-03","2008","01","03","†","-5.0","","-27.5","","-16.3","","34.3","","0.0","","0.0","","0.4","","0.4","","53","","","","",""
"-77.25","45.88","PETAWAWA HOFFMAN","610FC98","2008-01-04","2008","01","04","†","-1.0","","-18.0","","-9.5","","27.5","","0.0","","0.0","","0.0","T","0.0","T","52","","","","",""
"-77.25","45.88","PETAWAWA HOFFMAN","610FC98","2008-01-05","2008","01","05","†","3.0","","-9.0","","-3.0","","21.0","","0.0","","0.0","","0.0","","0.0","","51","","","","",""
"-77.25","45.88","PETAWAWA HOFFMAN","610FC98","2008-01-06","2008","01","06","†","4.5","","-0.5","","2.0","","16.0","","0.0","","0.8","","0.0","","0.8","","49","","","","",""
"-77.25","45.88","PETAWAWA HOFFMAN","610FC98","2008-01-07","2008","01","07","†","6.5","","2.5","","4.5","","13.5","","0.0","","9.4","","0.0","","9.4","","43","","","","",""
"-77.25","45.88","PETAWAWA HOFFMAN","610FC98","2008-01-08","2008","01","08","","","","","","","","","","","","","","","","","","","","","","",""
"-77.25","45.88","PETAWAWA HOFFMAN","610FC98","2008-01-09","2008","01","09","†","5.5","","1.5","","3.5","","14.5","","0.0","","0.4","","0.0","T","0.4","","21","","","","",""
"-77.25","45.88","PETAWAWA HOFFMAN","610FC98","2008-01-10","2008","01","10","†","0.0","","-4.0","","-2.0","","20.0","","0.0","","0.0","T","1.5","","4.4","","19","","","","",""
"-77.25","45.88","PETAWAWA HOFFMAN","610FC98","2008-01-11","2008","01","11","","","","","","","","","","","","","","","","","","","","","","",""
"-77.25","45.88","PETAWAWA HOFFMAN","610FC98","2008-01-12","2008","01","12","","","","","","","","","","","","","","","","","","","","","","",""
"-77.25","45.88","PETAWAWA HOFFMAN","610FC98","2008-01-13","2008","01","13","","","","","","","","","","","","","","","","","","","","","","",""
"-77.25","45.88","PETAWAWA HOFFMAN","610FC98","2008-01-14","2008","01","14","","","","","","","","","","","","","","","","","","","","","","",""
"-77.25","45.88","PETAWAWA HOFFMAN","610FC98","2008-01-15","2008","01","15","†","-3.0","","-7.5","","-5.3","","23.3","","0.0","","0.0","","0.0","","0.0","","25","","","","",""
"-77.25","45.88","PETAWAWA HOFFMAN","610FC98","2008-01-16","2008","01","16","†","-4.5","","-14.0","","-9.3","","27.3","","0.0","","0.0","","0.0","","0.0","","25","","","","",""
"-77.25","45.88","PETAWAWA HOFFMAN","610FC98","2008-01-17","2008","01","17","†","0.0","","-11.5","","-5.8","","23.8","","0.0","","0.0","","2.2","","2.2","","25","","","","",""
"-77.25","45.88","PETAWAWA HOFFMAN","610FC98","2008-01-18","2008","01","18","†","-0.5","","-4.0","","-2.3","","20.3","","0.0","","0.0","","2.2","","0.8","","27","","","","",""
"-77.25","45.88","PETAWAWA HOFFMAN","610FC98","2008-01-19","2008","01","19","†","-5.5","","-12.0","","-8.8","","26.8","","0.0","","0.0","","0.8","","0.8","","28","","","","",""
"-77.25","45.88","PETAWAWA HOFFMAN","610FC98","2008-01-20","2008","01","20","†","-15.5","","-27.0","","-21.3","","39.3","","0.0","","0.0","","0.0","","0.0","","28","","","","",""
"-77.25","45.88","PETAWAWA HOFFMAN","610FC98","2008-01-21","2008","01","21","†","-10.0","","-29.0","","-19.5","","37.5","","0.0","","0.0","","2.0","","3.2","","28","","","","",""
"-77.25","45.88","PETAWAWA HOFFMAN","610FC98","2008-01-22","2008","01","22","†","-7.5","","-15.5","","-11.5","","29.5","","0.0","","0.0","","4.8","","3.8","","28","","","","",""
"-77.25","45.88","PETAWAWA HOFFMAN","610FC98","2008-01-23","2008","01","23","†","-10.5","","-19.0","","-14.8","","32.8","","0.0","","0.0","","0.0","","0.0","","32","","","","",""
"-77.25","45.88","PETAWAWA HOFFMAN","610FC98","2008-01-24","2008","01","24","†","-12.0","","-25.5","","-18.8","","36.8","","0.0","","0.0","","0.0","T","0.0","T","31","","","","",""
"-77.25","45.88","PETAWAWA HOFFMAN","610FC98","2008-01-25","2008","01","25","†","-4.5","","-23.0","","-13.8","","31.8","","0.0","","0.0","","2.0","","0.4","","29","","","","",""
"-77.25","45.88","PETAWAWA HOFFMAN","610FC98","2008-01-26","2008","01","26","†","-7.0","","-18.5","","-12.8","","30.8","","0.0","","0.0","","0.2","","0.0","T","31","","","","",""
"-77.25","45.88","PETAWAWA HOFFMAN","610FC98","2008-01-27","2008","01","27","†","-5.5","","-16.5","","-11.0","","29.0","","0.0","","0.0","","0.0","","0.0","","30","","","","",""
"-77.25","45.88","PETAWAWA HOFFMAN","610FC98","2008-01-28","2008","01","28","†","-1.0","","-13.5","","-7.3","","25.3","","0.0","","3.0","","0.0","","3.0","","30","","","","",""
"-77.25","45.88","PETAWAWA HOFFMAN","610FC98","2008-01-29","2008","01","29","†","2.0","","-5.5","","-1.8","","19.8","","0.0","","3.0","","0.0","T","3.0","","29","","","","",""
"-77.25","45.88","PETAWAWA HOFFMAN","610FC98","2008-01-30","2008","01","30","†","0.0","","-10.0","","-5.0","","23.0","","0.0","","0.0","","0.0","T","0.0","T","29","","","","",""
"-77.25","45.88","PETAWAWA HOFFMAN","610FC98","2008-01-31","2008","01","31","†","-5.0","","-16.0","","-10.5","","28.5","","0.0","","0.0","","1.0","","1.4","","29","","","","",""
"-77.25","45.88","PETAWAWA HOFFMAN","610FC98","2008-02-01","2008","02","01","†","-5.0","","-14.0","","-9.5","","27.5","","0.0","","0.0","T","12.0","","12.8","","30","","","","",""
"-77.25","45.88","PETAWAWA HOFFMAN","610FC98","2008-02-02","2008","02","02","†","-1.5","","-8.5","","-5.0","","23.0","","0.0","","0.0","","1.0","","0.6","","42","","","","",""
