"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-82.52","41.95","POINT PELEE CS","613P001","2019-01-01","2019","01","01","","5.7","","-2.5","","1.6","","16.4","","0.0","","","","","","","M","","","","M","","M"
"-82.52","41.95","POINT PELEE CS","613P001","2019-01-02","2019","01","02","","2.8","","-2.4","","0.2","","17.8","","0.0","","","","","","","M","","","","M","","M"
"-82.52","41.95","POINT PELEE CS","613P001","2019-01-03","2019","01","03","","2.0","","0.1","","1.1","","16.9","","0.0","","","","","","","M","","","","M","","M"
"-82.52","41.95","POINT PELEE CS","613P001","2019-01-04","2019","01","04","","6.7","","-2.3","","2.2","","15.8","","0.0","","","","","","","M","","","","M","","M"
"-82.52","41.95","POINT PELEE CS","613P001","2019-01-05","2019","01","05","","5.9","","-1.5","","2.2","","15.8","","0.0","","","","","","","M","","","","M","","M"
"-82.52","41.95","POINT PELEE CS","613P001","2019-01-06","2019","01","06","","5.7","","-1.2","","2.3","","15.7","","0.0","","","","","","","M","","","","M","","M"
"-82.52","41.95","POINT PELEE CS","613P001","2019-01-07","2019","01","07","","8.4","","0.3","","4.3","","13.7","","0.0","","","","","","","M","","","","M","","M"
"-82.52","41.95","POINT PELEE CS","613P001","2019-01-08","2019","01","08","","9.3","","2.2","","5.7","","12.3","","0.0","","","","","","","M","","","","M","","M"
"-82.52","41.95","POINT PELEE CS","613P001","2019-01-09","2019","01","09","","2.2","","-4.1","","-0.9","","18.9","","0.0","","","","","","","M","","","","M","","M"
"-82.52","41.95","POINT PELEE CS","613P001","2019-01-10","2019","01","10","","-2.7","","-9.4","","-6.1","","24.1","","0.0","","","","","","","M","","","","M","","M"
"-82.52","41.95","POINT PELEE CS","613P001","2019-01-11","2019","01","11","","-1.7","","-7.5","","-4.6","","22.6","","0.0","","","","","","","M","","","","M","","M"
"-82.52","41.95","POINT PELEE CS","613P001","2019-01-12","2019","01","12","","1.0","","-6.1","","-2.5","","20.5","","0.0","","","","","","","M","","","","M","","M"
"-82.52","41.95","POINT PELEE CS","613P001","2019-01-13","2019","01","13","","0.3","","-5.3","","-2.5","","20.5","","0.0","","","","","","","M","","","","M","","M"
"-82.52","41.95","POINT PELEE CS","613P001","2019-01-14","2019","01","14","","-1.3","","-4.9","","-3.1","","21.1","","0.0","","","","","","","M","","","","M","","M"
"-82.52","41.95","POINT PELEE CS","613P001","2019-01-15","2019","01","15","","-1.2","","-4.0","","-2.6","","20.6","","0.0","","","","","","","M","","","","M","","M"
"-82.52","41.95","POINT PELEE CS","613P001","2019-01-16","2019","01","16","","1.0","","-6.5","","-2.8","","20.8","","0.0","","","","","","","M","","","","M","","M"
"-82.52","41.95","POINT PELEE CS","613P001","2019-01-17","2019","01","17","","0.5","","-3.8","","-1.7","","19.7","","0.0","","","","","","","M","","","","M","","M"
"-82.52","41.95","POINT PELEE CS","613P001","2019-01-18","2019","01","18","","0.6","","-5.0","","-2.2","","20.2","","0.0","","","","","","","M","","","","M","","M"
"-82.52","41.95","POINT PELEE CS","613P001","2019-01-19","2019","01","19","","-1.6","","-10.5","","-6.0","","24.0","","0.0","","","","","","","M","","","","M","","M"
"-82.52","41.95","POINT PELEE CS","613P001","2019-01-20","2019","01","20","","-8.3","","-16.6","","-12.5","","30.5","","0.0","","","","","","","M","","","","M","","M"
"-82.52","41.95","POINT PELEE CS","613P001","2019-01-21","2019","01","21","","-8.4","","-18.9","","-13.6","","31.6","","0.0","","","","","","","M","","","","M","","M"
"-82.52","41.95","POINT PELEE CS","613P001","2019-01-22","2019","01","22","","0.6","","-11.9","","-5.7","","23.7","","0.0","","","","","","","M","","","","M","","M"
